State,District,City,Latitude,Longitude,Population,Year,Murder,Attempt_to_Murder,Kidnapping_Abduction,Rape,Assault,Riots,Theft,Burglary,Robbery,Dacoity,Auto_Theft,Cheating_Fraud,Cyber_Crime,Dowry_Deaths,Domestic_Violence,Drug_Offences,Arms_Act_Offences,Total_Estimated_Crimes
Jammu & Kashmir,Bagdam,Pampur,34.02,74.93,21680.0,2021,0,0,0,1,2,0,32,7,4,0,5,4,3,0,4,1,0,70
Jammu & Kashmir,Kupwara (Muzaffarabad),Panzgam,34.484,74.0753,12141.0,2021,0,0,0,0,0,0,18,5,2,0,5,3,2,0,2,1,0,42
Jammu & Kashmir,Punch,Punch,33.7703,74.0925,26854.0,2021,0,0,1,1,1,0,32,7,3,0,10,4,3,0,4,2,1,82
Jammu & Kashmir,Anantnag (Kashmir South),Qazigund,33.5921,75.1654,9871.0,2021,0,0,0,0,1,0,11,4,1,0,3,1,2,0,1,0,0,25
Jammu & Kashmir,Jammu,Raipura,32.788,74.7785,20238.0,2021,0,0,1,0,3,0,23,10,1,0,5,4,3,0,3,2,1,56
Jammu & Kashmir,Rajauri,Rajaori,33.3767,74.3122,41552.0,2021,0,1,1,1,4,1,56,21,7,0,16,9,5,0,7,4,3,139
Jammu & Kashmir,Udhampur,Ramnagar,32.8073,75.3112,8944.0,2021,0,0,0,0,1,0,13,2,1,0,2,0,1,0,1,0,0,21
Jammu & Kashmir,Jammu,Ranbirsinghpura,32.6079,74.7293,18907.0,2021,0,0,1,0,3,0,18,8,3,0,6,5,4,0,4,1,1,55
Jammu & Kashmir,Anantnag (Kashmir South),Salar,33.8789,75.2485,8649.0,2021,0,0,0,0,0,0,12,4,1,0,2,0,0,0,1,0,0,24
Jammu & Kashmir,Jammu,Samba,32.5624,75.1199,21006.0,2021,0,0,1,0,3,0,20,6,2,0,7,6,3,0,3,1,1,55
Jammu & Kashmir,Baramula (Kashmir North),Shiu,34.2372,74.3423,8756.0,2021,0,0,0,0,1,0,9,2,0,0,3,1,2,0,0,0,0,24
Jammu & Kashmir,Kupwara (Muzaffarabad),Sogam,34.5014,74.3823,9094.0,2021,0,0,0,0,1,0,6,3,1,0,2,1,2,0,1,0,0,22
Jammu & Kashmir,Baramula (Kashmir North),Sopur,34.3,74.47,118608.0,2021,2,3,10,5,23,3,152,61,15,4,55,26,25,0,21,11,10,443
Jammu & Kashmir,Bagdam,Srinagar,34.09,74.79,1180570.0,2021,20,35,59,59,253,42,1300,508,210,24,500,265,313,13,233,128,131,3973
Jammu & Kashmir,Baramula (Kashmir North),Sumbal,34.2307,74.6472,14064.0,2021,0,0,0,0,1,0,15,5,2,0,6,3,2,0,3,1,1,42
Jammu & Kashmir,Jammu,Sungal,32.9392,74.6935,9156.0,2021,0,0,0,0,1,0,15,4,1,0,2,2,2,0,1,0,0,28
Jammu & Kashmir,Baramula (Kashmir North),Tarazu,34.2714,74.5009,8619.0,2021,0,0,0,0,0,0,8,2,1,0,2,0,2,0,1,0,0,22
Jammu & Kashmir,Doda,Thatri,33.1453,75.7911,59955.0,2021,1,1,2,3,8,2,77,18,8,1,22,18,9,0,13,3,4,175
Jammu & Kashmir,Bagdam,Tsrar Sharif,33.8632,74.7652,8727.0,2021,0,0,0,0,0,0,11,3,1,0,2,1,2,0,1,0,0,23
Jammu & Kashmir,Udhampur,Udhampur,32.916,75.1419,35507.0,2021,0,1,2,1,4,1,32,14,6,0,10,9,9,0,6,2,2,102
Jammu & Kashmir,Doda,Vernag,33.5377,75.2503,22752.0,2021,0,0,0,1,3,0,26,9,4,0,7,5,6,0,3,1,2,75
Jharkhand,Hazaribag,Achaljamu,24.0243,85.8306,16826.0,2021,0,0,0,0,2,0,19,6,3,0,7,2,3,0,3,0,1,51
Jharkhand,Rohtas,Akbarpur,24.6351,83.9642,10594.0,2021,0,0,0,0,1,0,13,3,1,0,3,2,2,0,2,0,0,31
Jharkhand,Bokaro,Angwali,23.7317,85.9858,10178.0,2021,0,0,0,0,0,0,13,5,1,0,2,1,2,0,0,0,1,28
Jharkhand,Garhwa,Arsali,24.3754,83.5903,13214.0,2021,0,0,0,0,0,0,12,4,2,0,2,3,2,0,2,1,0,30
Jharkhand,Hazaribag,Bachra,23.6886,85.0703,12969.0,2021,0,0,0,0,1,0,17,5,1,0,3,1,1,0,3,1,0,33
Jharkhand,Palamu,Baduriatola,24.0928,84.0895,12990.0,2021,0,0,0,0,1,0,11,6,1,0,4,3,1,0,2,1,1,32
Jharkhand,Giridih,Bagodar,24.0803,85.8306,9934.0,2021,0,0,0,0,1,0,11,4,1,0,2,0,2,0,1,1,0,27
Jharkhand,Latehar,Balumath,23.8298,84.7888,8875.0,2021,0,0,0,0,0,0,10,3,0,0,2,2,1,0,1,0,0,21
Jharkhand,Hazaribag,Banaso,23.9884,85.7866,9585.0,2021,0,0,0,0,1,0,8,1,1,0,4,2,1,0,1,0,0,19
Jharkhand,Gumla,Bargaon,23.1795,84.6991,8587.0,2021,0,0,0,0,1,0,9,3,1,0,3,1,0,0,1,0,0,25
Jharkhand,Sahibganj,Barharwa,24.8571,87.779,14863.0,2021,0,0,0,0,2,0,17,4,2,0,4,4,3,0,2,1,0,38
Jharkhand,Hazaribag,Barhi,24.3045,85.4195,13111.0,2021,0,0,0,0,1,0,19,4,2,0,4,2,3,0,1,0,0,38
Jharkhand,Hazaribag,Barkagaon,23.8553,85.215,11689.0,2021,0,0,0,0,1,0,16,4,0,0,2,3,1,0,2,1,0,33
Jharkhand,Giridih,Barki Saria,24.1759,85.8894,20375.0,2021,0,0,1,1,3,0,18,9,4,0,8,5,4,0,3,2,2,64
Jharkhand,Hazaribag,Barughutu,23.8038,85.5555,27841.0,2021,0,0,1,0,4,1,24,10,6,0,8,7,7,0,4,2,1,74
Jharkhand,Latehar,Barwadih,23.8478,84.1105,9527.0,2021,0,0,0,0,1,0,8,2,1,0,3,0,1,0,0,0,0,20
Jharkhand,Giridih,Beko,24.0415,85.9536,15700.0,2021,0,0,0,0,2,0,14,4,2,0,6,4,3,0,3,1,1,39
Jharkhand,Pakur,Beldanga,24.7041,87.873,15265.0,2021,0,0,1,0,2,0,22,5,2,0,4,3,2,0,2,1,1,52
Jharkhand,Bokaro,Bermo,23.7878,85.9353,22396.0,2021,0,0,1,0,3,0,33,10,4,0,7,6,4,0,5,2,1,77
Jharkhand,Gumla,Bharno,23.2204,84.8891,8735.0,2021,0,0,0,0,0,0,8,4,1,0,2,0,1,0,1,0,0,22
Jharkhand,Bokaro,Bokaro,23.7871,85.9564,48086.0,2021,1,1,3,2,8,1,61,24,10,0,16,11,9,0,9,4,3,149
Jharkhand,Bokaro,Bokaro Steel City,23.67,86.15,563417.0,2021,14,13,39,36,113,30,598,276,116,14,254,156,140,4,93,49,34,2078
Jharkhand,Sahibganj,Borio,25.0344,87.5925,8939.0,2021,0,0,0,0,0,0,11,3,1,0,3,1,1,0,1,0,0,26
Jharkhand,Ranchi,Bundu,23.1609,85.5901,24445.0,2021,0,0,1,0,4,1,25,10,3,0,11,6,3,0,5,1,2,80
Jharkhand,Pashchim Singhbhum,Chakradharpur,22.7,85.63,197953.0,2021,2,4,14,8,29,5,337,68,41,4,87,58,34,0,42,12,12,706
Jharkhand,Bokaro,Chalkari,23.758,85.954,9189.0,2021,0,0,0,0,1,0,12,2,1,0,3,1,2,0,1,1,0,23
Jharkhand,Pashchim Singhbhum,Champua,22.0667,85.6658,10967.0,2021,0,0,0,0,1,0,15,3,1,0,4,2,2,0,1,0,0,30
Jharkhand,Latehar,Chandwa,23.6756,84.7401,12580.0,2021,0,0,0,0,2,0,13,4,2,0,2,2,2,0,2,0,1,35
Jharkhand,Hazaribag,Chandwara,24.393,85.4798,9341.0,2021,0,0,0,0,0,0,11,2,1,0,2,1,1,0,2,1,0,24
Jharkhand,Bokaro,Chas,23.63,86.17,141640.0,2021,2,4,8,5,18,4,194,68,27,4,47,42,26,1,37,17,14,524
Jharkhand,Chatra,Chatra,24.2064,84.8708,49985.0,2021,0,1,2,1,9,1,75,19,6,1,18,10,14,0,11,3,4,168
Jharkhand,Palamu,Chianki,24.0051,84.1098,9312.0,2021,0,0,0,0,1,0,6,4,0,0,2,0,0,0,2,0,0,21
Jharkhand,Hazaribag,Chitarpur,23.5794,85.6548,22837.0,2021,0,0,1,0,2,0,34,11,3,0,8,6,6,0,3,1,1,79
Jharkhand,Ranchi,Churi,23.6549,85.0128,33293.0,2021,0,1,1,2,3,1,50,18,5,1,10,9,7,0,5,3,3,116
Jharkhand,Palamu,Daltonganj,24.03,84.07,158941.0,2021,2,6,9,5,23,7,142,79,28,6,46,45,43,0,33,20,14,569
Jharkhand,Pakur,Damdama,24.4341,87.7849,15688.0,2021,0,0,0,0,1,0,20,6,2,0,5,2,3,0,2,1,1,48
Jharkhand,Deoghar,Deoghar,24.48,86.7,203116.0,2021,3,4,10,8,23,9,205,83,37,3,62,46,44,2,51,15,14,631
Jharkhand,Dhanbad,Dhanbad,23.7998,86.4305,1162472.0,2021,17,44,67,61,126,51,1624,482,264,32,372,273,269,12,326,156,86,4585
Jharkhand,Pakur,Dhansaria,24.7219,87.8572,17800.0,2021,0,0,1,0,2,0,22,8,2,0,5,5,4,0,3,1,1,61
Jharkhand,Giridih,Dhanwar,24.4107,85.9818,10462.0,2021,0,0,0,0,1,0,9,5,0,0,4,2,1,0,1,0,0,29
Jharkhand,Koderma,Domchanch,24.4748,85.6921,16552.0,2021,0,0,0,0,2,0,13,8,2,0,5,2,3,0,3,1,0,45
Jharkhand,Giridih,Doranda,24.471,85.9449,12195.0,2021,0,0,0,0,2,0,12,5,1,0,2,2,2,0,3,0,1,35
Jharkhand,Bokaro,Dugda,23.7452,86.1717,24904.0,2021,0,0,1,0,3,1,22,10,3,0,9,6,3,0,3,2,1,73
Jharkhand,Dumka,Dumka,24.42,87.34,47584.0,2021,0,1,1,2,7,2,49,22,9,1,20,9,13,0,8,5,4,158
Jharkhand,Garhwa,Garhwa,24.16,83.8075,46059.0,2021,0,0,1,1,4,2,55,24,4,0,17,10,9,0,9,4,4,150
Jharkhand,Hazaribag,Gidi,23.6909,85.3641,18025.0,2021,0,0,0,1,1,0,22,7,2,0,6,3,3,0,3,1,1,60
Jharkhand,Nawada,Gobindpur,24.782,85.6943,8682.0,2021,0,0,0,0,1,0,10,3,0,0,3,1,1,0,1,0,0,23
Jharkhand,Godda,Godda,24.827,87.2125,48850.0,2021,1,1,3,1,9,1,62,23,7,1,13,9,11,0,9,6,2,178
Jharkhand,Dhanbad,Gomoh,23.8735,86.1516,37734.0,2021,0,1,1,1,6,1,36,15,5,1,14,6,8,0,7,1,3,121
Jharkhand,Bokaro,Gumia,23.8106,85.8232,48141.0,2021,0,1,2,3,8,1,50,22,8,1,12,14,8,0,8,5,3,147
Jharkhand,Gumla,Gumla,23.0444,84.5417,80129.0,2021,1,1,3,2,7,2,113,24,9,2,19,27,16,1,16,7,6,281
Jharkhand,Palamu,Haidarnagar,24.4883,83.9443,13833.0,2021,0,0,0,0,2,0,16,5,1,0,6,4,2,0,1,1,1,41
Jharkhand,Sahibganj,Hajipur,25.2657,87.5019,10030.0,2021,0,0,0,0,1,0,10,3,0,0,2,2,1,0,1,0,0,25
Jharkhand,Hazaribag,Hazaribagh,23.98,85.35,142489.0,2021,2,3,6,6,28,5,151,63,27,3,45,44,35,0,21,11,11,440
Jharkhand,Jamtara,Hirpardangal,24.0474,86.8648,22599.0,2021,0,0,1,0,3,0,30,5,3,0,8,3,4,0,4,2,1,68
Jharkhand,Bokaro,Hosir,23.7735,85.8132,12596.0,2021,0,0,0,0,1,0,18,2,1,0,5,3,1,0,1,0,0,32
Jharkhand,Palamu,Husainabad,24.5285,84.0,30942.0,2021,0,0,2,1,2,0,34,16,5,0,7,8,5,0,7,2,1,89
Jharkhand,Pakur,Ilami,24.6776,87.8804,9496.0,2021,0,0,0,0,1,0,7,3,1,0,2,0,1,0,1,0,0,20
Jharkhand,Ranchi,Itki Thakurgaon,23.3456,85.1114,15108.0,2021,0,0,0,0,1,0,23,4,2,0,6,3,1,0,3,0,0,46
Jharkhand,Pashchim Singhbhum,Jagannathpur,22.2211,85.6392,8599.0,2021,0,0,0,0,0,0,7,4,0,0,2,2,2,0,1,0,0,20
Jharkhand,Koderma,Jainagar,24.3756,85.6443,8602.0,2021,0,0,0,0,0,0,9,3,1,0,2,1,2,0,1,0,0,22
Jharkhand,Purba Singhbhum,Jamshedpur,22.7925,86.1842,1558000.0,2021,30,40,121,63,328,56,1542,790,345,40,628,272,277,10,232,160,155,5221
Jharkhand,Jamtara,Jamtara,23.9633,86.8014,90426.0,2021,1,1,4,3,13,4,151,35,17,2,30,25,16,0,17,9,8,338
Jharkhand,Deoghar,Jasidih,24.5138,86.6458,18660.0,2021,0,0,0,0,3,0,28,8,3,0,5,5,4,0,4,1,0,57
Jharkhand,Chatra,Jori Kalan,24.2045,84.877,14323.0,2021,0,0,0,0,2,0,17,5,1,0,4,3,2,0,3,1,0,44
Jharkhand,Koderma,Jumri Tilaiya,24.4289,85.5355,87867.0,2021,1,2,6,4,16,2,120,47,16,1,40,23,26,0,21,7,4,353
Jharkhand,Saraikela Kharsawan,Kandra,22.8517,86.0519,8990.0,2021,0,0,0,0,0,0,9,3,0,0,2,2,1,0,1,0,0,23
Jharkhand,Ranchi,Kanke,23.4348,85.3206,21650.0,2021,0,0,1,0,4,0,18,7,4,0,8,6,5,0,4,1,1,58
Jharkhand,Garhwa,Karamdiha,24.47,83.55,50821.0,2021,0,0,2,2,5,1,67,26,12,0,15,12,9,0,11,6,4,200
Jharkhand,Hazaribag,Karma,23.684,85.5706,13681.0,2021,0,0,0,0,1,0,18,6,2,0,4,3,1,0,2,1,0,41
Jharkhand,Hazaribag,Kedia,23.7945,85.5872,23213.0,2021,0,0,0,0,3,0,32,9,4,0,5,5,6,0,4,1,1,70
Jharkhand,Dhanbad,Kenduadih,23.7757,86.3761,11033.0,2021,0,0,0,0,1,0,8,2,1,0,2,3,1,0,1,0,0,25
Jharkhand,Giridih,Keshwari,24.1878,85.8411,9801.0,2021,0,0,0,0,1,0,8,3,1,0,3,2,1,0,0,0,0,24
Jharkhand,Ranchi,Khalari,23.6506,85.0074,24793.0,2021,0,0,1,1,4,0,33,8,4,0,9,5,3,0,5,1,1,85
Jharkhand,Hazaribag,Kharki,23.9165,85.8596,14423.0,2021,0,0,0,0,2,0,16,3,1,0,4,3,2,0,2,1,1,39
Jharkhand,Saraikela Kharsawan,Kharsawan,22.7909,85.831,8965.0,2021,0,0,0,0,1,0,9,3,1,0,2,1,1,0,1,0,0,21
Jharkhand,Bokaro,Khetko,23.7554,85.9122,8850.0,2021,0,0,0,0,1,0,8,3,0,0,1,0,2,0,0,0,0,18
Jharkhand,Gumla,Khijri,22.8001,84.9474,15400.0,2021,0,0,0,0,2,0,19,5,2,0,5,2,2,0,2,0,1,49
Jharkhand,Ranchi,Khunti,23.081,85.2774,29271.0,2021,0,0,2,1,3,1,24,9,5,0,11,8,7,0,5,3,1,91
Jharkhand,Koderma,Kodarma,24.4675,85.594,22764.0,2021,0,0,1,1,2,1,28,7,4,0,7,5,4,0,3,1,1,62
Jharkhand,Giridih,Koiridih,24.18,86.3,143529.0,2021,3,4,10,6,29,4,179,63,21,4,50,28,25,0,23,16,14,472
Jharkhand,Hazaribag,Kuju,23.7254,85.5102,23812.0,2021,0,0,1,1,2,0,27,9,3,0,8,7,6,0,5,1,2,71
Jharkhand,Giridih,Kulgo,24.0154,85.9743,10839.0,2021,0,0,0,0,1,0,15,3,2,0,3,2,2,0,2,1,0,32
Jharkhand,Ranchi,Lal Khatanga,23.2627,85.3376,15400.0,2021,0,0,1,0,1,0,14,6,2,0,5,1,3,0,3,1,0,45
Jharkhand,Ranchi,Landupdih,23.1478,85.7817,8568.0,2021,0,0,0,0,0,0,11,3,2,0,2,1,1,0,1,0,0,23
Jharkhand,Hazaribag,Lapanga,23.6333,85.377,9708.0,2021,0,0,0,0,1,0,13,3,1,0,3,3,1,0,2,1,0,29
Jharkhand,Latehar,Latehar,23.7442,84.4998,25188.0,2021,0,0,1,1,3,1,29,6,4,0,7,5,7,0,5,2,2,72
Jharkhand,Lohardaga,Lohardaga,23.4331,84.6799,57411.0,2021,0,1,2,3,7,1,94,18,10,1,21,12,12,0,12,3,4,191
Jharkhand,Bokaro,Loiyo,23.7928,85.632,12198.0,2021,0,0,0,0,1,0,17,2,1,0,2,3,2,0,1,0,1,32
Jharkhand,Deoghar,Madhupur,24.26,86.65,55238.0,2021,1,1,2,2,9,0,84,21,11,1,24,14,14,0,10,5,4,204
Jharkhand,Godda,Mahagama,25.0342,87.3187,11412.0,2021,0,0,0,0,0,0,13,4,1,0,4,2,3,0,1,1,1,35
Jharkhand,Sahibganj,Maharajpur,25.2087,87.7458,12755.0,2021,0,0,0,0,1,0,13,3,1,0,3,3,1,0,3,1,1,33
Jharkhand,Sahibganj,Makhmalpur,25.287,87.5469,11243.0,2021,0,0,0,0,1,0,14,3,0,0,4,2,3,0,2,0,1,30
Jharkhand,Garhwa,Makri,24.386,83.5559,9676.0,2021,0,0,0,0,1,0,8,2,0,0,3,1,0,0,1,1,0,23
Jharkhand,Giridih,Mandramo,24.1822,85.8734,12554.0,2021,0,0,0,0,2,0,17,4,2,0,3,2,3,0,0,1,1,41
Jharkhand,Hazaribag,Mandu,23.7946,85.4687,12128.0,2021,0,0,0,0,0,0,16,3,1,0,5,2,3,0,1,1,0,39
Jharkhand,Pashchim Singhbhum,Manoharpur,22.3746,85.1923,14265.0,2021,0,0,0,0,1,0,20,3,1,0,3,2,3,0,2,0,1,40
Jharkhand,Purba Singhbhum,Manushmuria,22.2808,86.7386,9800.0,2021,0,0,0,0,0,0,13,4,1,0,2,1,2,0,1,1,0,31
Jharkhand,Hazaribag,Marai Kalan,24.0211,85.3506,9071.0,2021,0,0,0,0,1,0,15,3,2,0,3,2,1,0,2,0,0,32
Jharkhand,Koderma,Markacho,24.3263,85.8346,14467.0,2021,0,0,0,0,0,0,14,6,2,0,4,4,2,0,2,1,1,37
Jharkhand,Garhwa,Meral,24.1876,83.7076,11861.0,2021,0,0,0,0,1,0,16,5,1,0,3,2,1,0,0,1,0,33
Jharkhand,Hazaribag,Meru,24.0097,85.4673,11282.0,2021,0,0,0,0,1,0,13,4,0,0,4,2,1,0,2,0,0,31
Jharkhand,Ranchi,Mesra,23.4339,85.4152,10068.0,2021,0,0,0,0,0,0,11,3,0,0,4,3,1,0,1,0,0,26
Jharkhand,Purba Singhbhum,Mushabani,22.52,86.45,31035.0,2021,0,0,0,1,4,0,48,13,3,0,14,5,6,0,4,2,1,101
Jharkhand,Giridih,Muturkha,24.1044,86.2855,8770.0,2021,0,0,0,0,1,0,11,3,2,0,2,2,1,0,1,0,0,27
Jharkhand,Pashchim Singhbhum,Noamundi,22.1609,85.5042,21423.0,2021,0,0,0,1,3,0,31,9,4,0,7,6,4,0,5,1,2,82
Jharkhand,Dumka,Nunihat,24.4843,87.1323,8573.0,2021,0,0,0,0,0,0,10,2,1,0,1,1,2,0,1,0,0,20
Jharkhand,Garhwa,Okhargara,24.2141,83.7856,11142.0,2021,0,0,0,0,0,0,14,3,1,0,2,3,2,0,1,0,0,34
Jharkhand,Pakur,Pakaur,24.63,87.85,45840.0,2021,0,0,2,1,7,2,53,12,9,1,14,13,7,0,10,2,3,151
Jharkhand,Gumla,Palkot,22.8748,84.6433,9804.0,2021,0,0,0,0,1,0,8,4,1,0,3,2,1,0,1,0,0,24
Jharkhand,Giridih,Paratdiha,24.1638,86.307,8771.0,2021,0,0,0,0,1,0,11,2,1,0,2,1,2,0,2,0,0,21
Jharkhand,Hazaribag,Patratu,23.67,85.28,32899.0,2021,0,0,0,1,3,0,36,17,7,0,10,9,7,0,5,3,2,101
Jharkhand,Bokaro,Phusro,23.77,85.99,89178.0,2021,2,3,4,3,13,2,102,36,21,3,26,27,25,1,16,10,5,279
Jharkhand,Giridih,Pihra,24.6424,85.8043,15315.0,2021,0,0,0,0,1,0,19,5,1,0,5,3,2,0,2,1,1,46
Jharkhand,Sahibganj,Pokhuria,25.2379,87.6459,22550.0,2021,0,0,0,0,3,0,21,8,3,0,5,5,6,0,3,0,1,61
Jharkhand,Ranchi,Ranchi,23.36,85.33,1073440.0,2021,21,32,55,71,214,48,1553,495,177,40,385,342,243,11,284,109,93,3806
Jharkhand,Dumka,Raneswar,24.0311,87.4197,101667.0,2021,2,1,3,5,18,3,97,50,11,3,35,36,19,0,23,8,6,325
Jharkhand,Ranchi,Ratu,23.4204,85.2146,21196.0,2021,0,0,0,0,2,0,25,6,4,0,5,2,4,0,4,2,1,66
Jharkhand,Sahibganj,Sahibganj,25.25,87.65,111954.0,2021,2,3,6,6,21,4,136,45,16,1,32,28,33,0,25,12,6,402
Jharkhand,Saraikela Kharsawan,Saraikela,22.6996,85.9313,16196.0,2021,0,0,0,0,2,0,21,5,2,0,5,3,3,0,3,1,0,55
Jharkhand,Bokaro,Saram,23.7625,85.83,17298.0,2021,0,0,0,0,2,0,25,6,2,0,6,4,3,0,4,0,0,54
Jharkhand,Hazaribag,Saunda,23.66,85.35,81915.0,2021,0,2,3,4,13,2,98,32,19,2,19,17,13,0,14,10,5,277
Jharkhand,Hazaribag,Sewai,23.6175,85.6783,11601.0,2021,0,0,0,0,1,0,10,4,2,0,4,3,1,0,1,1,1,31
Jharkhand,Palamu,Shahpur,24.0312,84.0543,11429.0,2021,0,0,0,0,1,0,15,4,2,0,4,3,2,0,1,1,0,33
Jharkhand,Dhanbad,Sijua,23.7762,86.3303,39372.0,2021,0,1,2,1,5,1,51,14,7,1,11,10,5,0,8,4,3,139
Jharkhand,Ranchi,Siladon,23.1527,85.3657,15400.0,2021,0,0,0,0,1,0,16,3,3,0,6,2,4,0,1,1,0,41
Jharkhand,Simdega,Simdega,22.62,84.52,80129.0,2021,1,2,5,2,11,2,87,43,16,2,38,18,14,0,11,7,6,238
Jharkhand,Saraikela Kharsawan,Sini,22.7933,85.9454,8700.0,2021,0,0,0,0,1,0,8,2,0,0,3,1,2,0,0,0,0,18
Jharkhand,Gumla,Sisai,23.1794,84.7582,10437.0,2021,0,0,0,0,1,0,11,4,2,0,3,2,1,0,2,0,0,28
Jharkhand,Ranchi,Sodag,23.1436,85.3874,15400.0,2021,0,0,0,0,1,0,19,4,2,0,3,3,2,0,3,0,1,40
Jharkhand,Ranchi,Sukurhutu,23.4433,85.2917,11650.0,2021,0,0,0,0,1,0,14,4,2,0,4,2,2,0,1,1,0,35
Jharkhand,Simdega,Taisar,22.4867,84.1804,9394.0,2021,0,0,0,0,1,0,11,4,0,0,2,1,2,0,0,0,0,21
Jharkhand,Ranchi,Tamar,23.0488,85.649,14081.0,2021,0,0,0,0,2,0,14,5,3,0,5,2,3,0,3,0,1,45
Jharkhand,Ranchi,Tati,23.3772,85.4379,13874.0,2021,0,0,0,0,1,0,20,6,1,0,3,3,2,0,2,1,0,40
Jharkhand,Ranchi,Torpa,22.9361,85.0889,10538.0,2021,0,0,0,0,1,0,13,4,1,0,2,2,1,0,0,0,0,26
Jharkhand,Ranchi,Tundhul,23.3247,85.2447,11985.0,2021,0,0,0,0,1,0,12,5,1,0,4,2,0,0,2,1,0,30
Jharkhand,Ranchi,Udburu,23.0333,85.3667,9539.0,2021,0,0,0,0,1,0,8,3,0,0,1,2,2,0,1,1,0,22
Jharkhand,Ranchi,Ulatu,23.2766,85.5012,8628.0,2021,0,0,0,0,1,0,10,2,1,0,2,2,1,0,0,0,0,25
Karnataka,Bangalore Urban,Abbigeri,13.0767,77.525,100000.0,2021,1,3,5,4,12,2,140,43,18,3,35,23,25,0,17,7,8,351
Karnataka,Chitradurga,Adivala,13.9131,76.6619,9514.0,2021,0,0,0,0,1,0,12,4,0,0,3,1,2,0,2,1,0,28
Karnataka,Gulbarga,Afzalpur,17.2011,76.3611,27088.0,2021,0,1,1,1,4,0,41,11,4,0,7,6,4,0,6,1,1,101
Karnataka,Haveri,Agadi,14.819,75.469,11751.0,2021,0,0,0,0,0,0,15,3,2,0,4,3,2,0,2,0,0,32
Karnataka,Belgaum,Ainapur,16.48,74.78,8865.0,2021,0,0,0,0,0,0,13,3,1,0,3,1,2,0,1,0,0,24
Karnataka,Chikmagalur,Ajjampur,13.7279,76.0068,13654.0,2021,0,0,0,0,2,0,11,6,2,0,4,3,1,0,2,1,0,36
Karnataka,Chamrajnagar,Ajjipuram,12.0457,77.3532,10169.0,2021,0,0,0,0,1,0,9,4,1,0,3,0,2,0,2,1,0,26
Karnataka,Kolar,Akalapura,13.4852,77.4621,9930.0,2021,0,0,0,0,0,0,10,4,1,0,2,2,2,0,2,1,0,25
Karnataka,Gulbarga,Aland,17.5642,76.5685,46523.0,2021,0,1,2,2,8,1,59,24,10,1,13,10,6,0,8,4,4,162
Karnataka,Koppal,Alawandi,15.2303,75.9801,9117.0,2021,0,0,0,0,0,0,11,2,1,0,3,1,1,0,1,1,0,24
Karnataka,Bijapur,Almel,16.92,76.24,18667.0,2021,0,0,1,0,3,0,24,5,2,0,5,5,4,0,4,2,0,67
Karnataka,Dharwad,Alnavar,15.4273,74.7411,21502.0,2021,0,0,1,0,1,0,25,9,4,0,7,5,5,0,4,2,1,63
Karnataka,Bijapur,Ambalanur,16.59,75.96,10363.0,2021,0,0,0,0,1,0,11,3,0,0,2,1,2,0,2,1,0,25
Karnataka,Bagalkot,Amingarh,16.0572,75.9489,13593.0,2021,0,0,0,0,1,0,14,3,0,0,4,2,2,0,2,1,1,35
Karnataka,Belgaum,Anantpur,16.889,75.0146,9620.0,2021,0,0,0,0,0,0,8,3,1,0,3,2,2,0,1,1,0,22
Karnataka,Shimoga,Anavatti,14.5645,75.1523,10781.0,2021,0,0,0,0,1,0,10,3,1,0,2,2,2,0,2,0,0,25
Karnataka,Bangalore Urban,Anekal,12.7105,77.6967,43767.0,2021,0,1,0,1,5,2,49,21,7,1,13,12,11,0,9,4,3,127
Karnataka,Belgaum,Ankalgi,16.0333,74.7,20000.0,2021,0,0,1,0,2,0,19,10,2,0,5,5,5,0,4,0,0,56
Karnataka,Belgaum,Ankli,16.42,74.58,11593.0,2021,0,0,0,0,1,0,16,5,1,0,3,1,2,0,1,0,0,34
Karnataka,Uttar Kannand,Ankola,14.6605,74.3047,34502.0,2021,0,1,2,0,3,0,37,9,5,0,12,11,9,0,5,3,2,109
Karnataka,Dharwad,Annigeri,15.4251,75.4335,33937.0,2021,0,1,2,1,4,1,32,14,4,1,9,6,7,0,7,3,1,94
Karnataka,Bijapur,Antargangi,17.17,75.96,8610.0,2021,0,0,0,0,1,0,9,2,1,0,2,1,1,0,1,0,0,19
Karnataka,Mandya,Arakere,12.4133,76.8168,12814.0,2021,0,0,0,0,0,0,20,3,0,0,3,2,3,0,2,1,1,36
Karnataka,Hassan,Arsikere,13.3139,76.2369,80000.0,2021,0,2,2,3,12,3,98,27,14,2,24,23,21,0,12,5,8,237
Karnataka,Bijapur,Atharga,16.9875,75.8863,11365.0,2021,0,0,0,0,1,0,16,3,1,0,4,2,1,0,2,0,0,31
Karnataka,Belgaum,Athni,16.73,75.07,63625.0,2021,0,0,4,3,8,1,82,19,10,2,19,11,19,0,13,5,4,208
Karnataka,Bangalore Urban,Attibele,12.7781,77.7726,13937.0,2021,0,0,0,0,2,0,21,6,2,0,4,3,2,0,1,1,0,41
Karnataka,Bidar,Aurad,18.254,77.4176,20861.0,2021,0,0,1,1,3,0,22,6,4,0,7,4,4,0,4,1,1,57
Karnataka,Kannur,Aymangala,12.0333,75.7333,22436.0,2021,0,0,1,0,2,1,22,6,2,0,10,2,5,0,4,0,2,66
